cas_number,name,english_name,brand,specification,initial_quantity,unit,quantity,price,order_reason,applicant,order_time
23391-99-3,4，4'-双环己酮,"
[1,1'-Bi(cyclohexane)]-4,4'-dione",tci,25 g,25,g,1,288,running_out,yanglicheng,20250613
161118-67-8,(叔丁基亚氨基)三(吡咯烷)膦,2-Methyl-N-(tri(pyrrolidin-1-yl)phosphoranylidene)propan-2-amine,毕得,1 g,1,g,1,342.3,not_stocked,huzhibin,20250613
811-98-3,D4 氘代甲醇,Methanol-d4,伊诺凯,0.6 mL*10*3,,,1,270,not_stocked,chenyichi,20250613
107-13-1,丙烯腈,Acrylonitrile,阿拉丁,25ml,25,mL,1,23.92,not_stocked,huzhibin,20250613
75-30-9,碘代异丙烷,2-Iodopropane,阿拉丁,25G,25,g,1,48.72,not_stocked,huzhibin,20250613
7440-66-6,锌粉,zinc,阿拉丁,100g,100,g,1,259.9,not_stocked,huzhibin,20250613
7647-01-0,盐酸,Hydrochloric acid,现代东方,500ml*4,500,ml,4,16,running_out,huzhibin,20250613
60-29-7,无水乙醚,Diethyl ether absolute,通广,500 ml*6,500,ml,6,18,running_out,huzhibin,20250613
598-54-9,乙酸亚铜,Copper(I) Acetate,adamas,1g,1,g,1,95.25,not_stocked,huzhibin,20250613
42152-46-5,三氟甲烷磺酸铜(I)与苯的络合物,Copper(I) trifluoromethanesulfonate benzene complex,毕得,1g,1,g,1,67.9,not_stocked,huzhibin,20250613
142946-79-0,"4,4'-双(三氟甲基)-2,2'-联吡啶","4,4'-Bis(trifluoromethyl)-2,2'-bipyridine",毕得,250mg,250,mg,1,47.6,not_stocked,huzhibin,20250613
143-16-8,二己胺,Dihexylamine,毕得医药,100g,100,g,1,49,not_stocked,huangyilei,20250613
27421-51-8,1-甲基吲哚-2-甲醛,1-METHYLINDOLE-2-CARBOXALDEHYDE  97,毕得医药,250mg,250,mg,1,44.1,running_out,tangshuyuan,20250616
948-65-2,2-苯基吲哚,2-Phenyl-1H-indole,毕得医药,100g,100,g,1,30.8,not_stocked,tangshuyuan,20250616
867-13-0,膦酰基乙酸三乙酯, Ethyl 2-(diethoxyphosphoryl)acetate,"	毕得医药",500 g,500,g,1,81.9,running_out,tanhui,20250618
7646-69-7,氢化钠 ,Sodium Hydride,Adamas,100g,100,g,1,33.75,running_out,tanhui,20250618
917-54-4,"甲基锂, 1.6M 乙醚溶液 ","Methyllithium, 1.6M in diethyl ether, in resealable bottle",innochem（伊诺凯）,100mL,100,mL,1,200,running_out,tanhui,20250618
18650-39-0,(S)-哌啶-2-甲酸甲酯盐酸盐,H-HOMOPRO-OME HCL,毕得,5g,5,g,1,55.3,not_stocked,xuguofeng,20250618
876-08-4,"
4-(氯甲基)苯甲酰氯","
4-(Chloromethyl)benzoyl chloride",毕得,25g,25,g,1,29.4,not_stocked,xuguofeng,20250618
110-85-0,哌嗪,Piperazine,安耐吉,100g,100,g,1,25,not_stocked,xuguofeng,20250618
75-52-5,硝基甲烷,Nitromethane,通广,500 mL,500,mL,1,193,running_out,chenyichi,20250619
60-29-7,乙醚,Diethyl Ether,通广,500ml*2,500,ml,2,35,running_out,chenyichi,20250619
6192-13-8,醋酸钕,Neodymium acetate,欣恒研,25g,25,g,1,85.6,not_stocked,huangyilei,20250621
122536-77-0,(R)-3-叔丁氧羰基氨基吡咯烷,(R)-tert-Butyl pyrrolidin-3-ylcarbamate,毕得,5g,5,g,1,66.5,not_stocked,xuguofeng,20250622
4530-20-5,N-Boc-甘氨酸,Boc-Gly-OH,毕得,100g,100,g,1,44.1,not_stocked,xuguofeng,20250622
15761-39-4,(S)-1-(叔丁氧羰基)吡咯烷-2-羧酸?,?(S)-1-(tert-Butoxycarbonyl)pyrrolidine-2-carboxylic acid,毕得,100g,100,g,1,26.6,not_stocked,xuguofeng,20250622
200124-22-7,"(S)-2-((叔丁氧羰基)氨基)-5-(3-((2,2,4,6,7-五甲基-2,3-二氢苯并呋喃-5-基)磺酰基)胍基)戊酸","(S)-2-((tert-Butoxycarbonyl)amino)-5-(3-((2,2,4,6,7-pentamethyl-2,3-dihydrobenzofuran-5-yl)sulfonyl)guanidino)pentanoic acid",毕得,5g,5,g,1,31.5,not_stocked,xuguofeng,20250622
50413-24-6,2-溴-1-(4-甲磺酰基)苯乙酮,2-Bromo-1-(4-(methylsulfonyl)phenyl)ethanot_stocked,毕得,1g,1,g,1,21,not_stocked,huwenshu,20250622
37904-72-6,2-溴-1-(4-(二甲基氨基)苯基)乙酮,2-Bromo-1-(4-(dimethylamino)phenyl)ethanot_stocked,毕得,250mg,250,mg,1,100.8,not_stocked,huwenshu,20250622
42445-46-5,2-溴-1-(4-(甲硫基)苯基)乙酮,2-Bromo-1-(4-(methylthio)phenyl)ethanot_stocked,毕得,250mg,250,mg,1,86.1,running_out,huwenshu,20250622
903550-26-5,1-(2-四氢吡喃基)-1H-吡唑-5-硼酸频哪酯,"-(Tetrahydro-2H-pyran-2-yl)-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-pyrazole",毕得,10g,10,g,1,31.5,running_out,xuguofeng,20250624
14221-01-3,四(三苯基膦)钯,Tetrakis(triphenylphosphine)palladium,毕得,5g,5,g,1,243.6,running_out,xuguofeng,20250624
89976-12-5,2-甲基-5-硝基三氟甲苯,-Methyl-4-nitro-2-(trifluoromethyl)benzene,毕得,5g,5,g,1,23.1,not_stocked,xuguofeng,20250624
231277-92-2,N-[3-氯-4-[(3-氟苯基)甲氧基]苯基]-6-[5-[(2-甲磺酰乙基氨基)甲基]-2-呋喃基]喹唑啉-4-胺,N-(3-Chloro-4-((3-fluorobenzyl)oxy)phenyl)-6-(5-(((2-(methylsulfonyl)ethyl)amino)methyl)furan-2-yl)quinazolin-4-amine,毕得,1 g,1,g,1,286.3,not_stocked,wangxi,20250625
870987-63-6,"二[2-(2,4-二氟苯基)-5-三氟甲基吡啶][2-2'-联(4-叔丁基吡啶)]铱六氟磷酸盐 ",Ir[dF(CF3)ppy]2(dtbbpy)PF6,毕得,100 mg,100,mg,1,102.2,not_stocked,wangxi,20250625
830-79-5,"2,4,6-三甲氧基苯甲醛 ","2,4,6-Trimethoxybenzaldehyde",毕得,1 g,1,g,1,21,not_stocked,wangxi,20250625
57775-06-1,2-(2-溴苯基)-2-甲基丙腈,2-(2-Bromophenyl)-2-methylpropanenitrile,毕得,1 g,1,g,1,287,not_stocked,wangxi,20250625
27025-41-8,"	(2S,2'S)-5,5'-(((2R,2'R)-二硫二基双(1-((羧甲基)氨基)-1-氧代丙-3,2-二基))双(氮杂二基)双(2-氨基-5-氧代戊酸)","	(2S,2'S)-5,5'-(((2R,2'R)-Disulfanediylbis(1-((carboxymethyl)amino)-1-oxopropane-3,2-diyl))bis(azanediyl))bis(2-amino-5-oxopentanoic acid)",毕得, 5 g,5,g,1,92.4,not_stocked,wangxi,20250625
100-17-4,4-硝基苯甲醚,4-Nitroanisole,安耐吉,25 g,25,g,1,32.2,not_stocked,chenyichi,20250625
112246-73-8,(+)二异松蒎基氯硼烷?,(+)-B-Chlorodiisopinocampheylborane,虹湖联合,25ml,25,mL,1,77.92,not_stocked,xuguofeng,20250626
95-76-1,"3,4-二氯苯胺","3,4-Dichloroaniline","
安耐吉",25 g,25,g,1,14,running_out,xingyihong,20250627
1976/5/1,三氟乙酸,Trifluoroacetic Acid,Adamas,500g,500,g,1,116,not_stocked,zhaobinzhi,20250628
108-18-9,二异丙胺,Diisopropylamine,Adamas,500ml,500,mL,1,38,not_stocked,zhaobinzhi,20250628
112-38-9,,,毕得医药,100g,100,g,1,25.9,running_out,zhaobinzhi,20250628
16853-85-3,氢化铝锂,Lithium aluminium hydride,安耐吉,25g,25,g,1,97.3,not_stocked,zhaobinzhi,20250628
2365-48-2,巯基乙酸甲酯,Methyl 2-mercaptoacetate,毕得医药,100g,100,g,1,54.6,not_stocked,zhaobinzhi,20250628
19169-90-5,((溴甲基)磺酰基)苯,Bromomethylphenylsulfone,毕得医药,5g,5,g,1,446.6,not_stocked,huzhibin,20250629
590-17-0,2-溴乙腈,2-Bromoacetonitrile,毕得医药,25g,25,g,1,25.2,running_out,huzhibin,20250629
1148-79-4,"2,2':6',2""-三联吡啶","2,2':6',2''-Terpyridine",毕得医药,1 g,1,g,1,49.7,not_stocked,huzhibin,20250629
34622-08-7,三氟甲磺酸钕,Neodymium(III) trifluoromethanesulfonate,欣恒研,5g,5,g,1,88,not_stocked,huangyilei,20250630
10024-93-8,氯化钕(Ⅲ) ,Neodymium(III) chloride,欣恒研,10g,10,g,1,43.2,not_stocked,huangyilei,20250630
17084-13-8,六氟磷酸钾,Potassiumhexafluorophosphate,乐研,25g,25,g,1,17.5,not_stocked,zhaobinzhi,20250701
24544-04-5,"2,6-二异丙基苯胺","2,6-Diisopropylaniline",毕得医药,100g,100,g,1,20.3,not_found,zhaobinzhi,20250701
637-87-6,1-氯-4-碘苯,1-Chloro-4-iodobenzene,毕得医药,25g,25,g,1,23.1,not_stocked,zhaobinzhi,20250701
140681-55-6,N-氟-N'-(氯甲基)三乙二胺双(四氟硼酸盐),N-Fluoro-N'-(chloromethyl)triethylenediamine Bis(tetrafluoroborate),伊诺凯,100 g *2,100,g,2,136,running_out,chenyichi,20250701
25812-30-0,吉非罗齐,Gemfibrozil,毕得,25,,,1,66.5,running_out,tangshuyuan,20250701
624-75-9,2-碘乙腈,2-Iodoacetonitrile,毕得,5 g,5,g,1,58.8,running_out,huzhibin,20250702
13635-04-6,3-羟基-3-甲基丁腈,3-Hydroxy-3-methylbutanenitrile,毕得,5 g,5,g,1,254.8,not_stocked,huzhibin,20250702
62718-31-4,1-苄基-4-氰基哌啶,1-BENZYLPIPERIDINE-4-CARBONITRILE,毕得,5g,5,g,1,192.5,not_stocked,xuguofeng,20250702
,四丁基铵十钨酸盐,Tetrabutylammonium decatungstate,毕得,1g,1,g,1,144,not_stocked,yuyihan,20250703
63086-36-2,N-苄基氨基乙腈盐酸盐,N-Benzylaminoacetonitrile hydrochloride,希恩斯,5 g,5,g,1,315.25,not_stocked,huzhibin,20250703
87199-14-2,2-羟甲基苯硼酸, (2-(Hydroxymethyl)phenyl)boronic acid,毕得,25 g,25,g,1,191.1,running_out,shihongwei,20250703
13965-03-2,双(三苯基膦)二氯化钯,Bis(triphenylphosphine)palladium(II) chloride,innochem,5 g,5,g,1,320,running_out,shihongwei,20250703
18163-47-8,(碘炔基)三甲基硅烷,Iodoethynyl)trimethylsilane,毕得,5 g,5,g,1,56.7,running_out,shihongwei,20250703
1485-70-7,N-苄基苯甲酰胺,N-Benzylbenzamide,毕得,25g,25,g,1,102.2,degraded,huzhibin,20250703
7646-69-7,氢化钠,Sodium hydride,阿拉丁,25g,25,g,1,23.92,not_stocked,huzhibin,20250703
619-45-4,4-氨基苯甲酸甲酯,"	Methyl 4-aminobenzoate",毕得,25g,25,g,1,25.9,not_stocked,hanshuai,20250704
71026-66-9,N-Boc-对苯二胺,N-Boc-p-phenylenediamine,毕得,5g,5,g,1,27.3,not_stocked,hanshuai,20250704
623-09-6,N-甲基对苯二胺 ,"N1-Methylbenzene-1,4-diamine",毕得,250mg,250,mg,1,193.2,not_stocked,hanshuai,20250704
87-13-8,乙氧基甲叉丙二酸二乙酯,Diethyl 2-(ethoxymethylene)malonate,毕得,100g,100,g,1,41.3,not_stocked,hanshuai,20250704
1145-80-8,N-Cbz-L-丝氨酸,Z-Ser-OH,毕得,5g,5,g,1,19.6,not_stocked,wangxi,20250704
7432-21-5,(S)-2-(((苄氧基)羰基)氨基)-3-(1H-吲哚-3-基)丙酸,(S)-2-(((Benzyloxy)carbonyl)amino)-3-(1H-indol-3-yl)propanoic acid,毕得,25 g,25,g,1,30.8,not_stocked,wangxi,20250704
34301-54-7,1-金刚烷硫醇,Adamantane-1-thiol,毕得,1 g,1,g,1,18.2,not_stocked,wangxi,20250704
873-74-5,对氨基苯腈,4-Aminobenzonitrile,毕得,100 g,100,g,1,35,not_stocked,hanshuai,20250704
866546-09-0,,,毕得医药,5g,5,g,1,187.6,not_stocked,wangkaixuan,20250704
7681-11-0,碘化钾,Potassium iodide,毕得,25g,25,g,1,27.8,not_stocked,huzhibin,20250704
10544-50-0,,Octathiocane,毕得,1g,1,g,1,109,running_out,yuyihan,20250706
611-94-9,4-甲氧基二苯甲酮,(4-Methoxyphenyl)(phenyl)methanot_stocked,毕得,100 g,100,g,1,34.3,not_stocked,chenyichi,20250706
1485-70-7,N-苄基苯甲酰胺,N-Benzylbenzamide,毕得,5 g,5,g,1,28,running_out,chenyichi,20250706
108438-43-3,1-甲基-1H-吲哚-3-甲酸甲酯,Methyl 1-methyl-1H-indole-3-carboxylate,毕得,1 g,1,g,1,31.5,not_stocked,chenyichi,20250706
5231-96-9,2-乙酰胺基吡啶,2-Acetamidopyridine,毕得,1 g,1,g,1,116.9,not_stocked,chenyichi,20250706
274-95-3,"咪唑并[1,2-a]嘧啶","Imidazo[1,2-a]pyrimidine",毕得,1 g,1,g,1,53.2,running_out,chenyichi,20250706
6140-17-6,对甲基三氟甲苯,1-Methyl-4-(trifluoromethyl)benzene,毕得,5 g,5,g,1,21,not_stocked,chenyichi,20250706
874-90-8,4-甲氧基苯腈,4-Methoxybenzonitrile,毕得,10 g,10,g,1,23.1,not_stocked,chenyichi,20250706
402-52-8,4-三氟甲基苯甲醚,1-Methoxy-4-(trifluoromethyl)benzene,毕得,5 g,5,g,1,21,not_stocked,chenyichi,20250706
121-98-2,4-甲氧基苯甲酸甲酯,Methyl 4-methoxybenzoate,毕得,25 g,25,g,1,18.9,not_stocked,chenyichi,20250706
24662-37-1,1-甲基-1H-吲哚-3-甲腈,1-Methyl-1H-indole-3-carbonitrile,毕得,1 g,1,g,1,86.1,not_stocked,chenyichi,20250706
89-99-6,2-氟苄胺,2-Fluorobenzylamine,毕得,10 g,10,g,1,31.5,not_stocked,chenyichi,20250706
1993/3/9,2-氟苯硼酸,(2-Fluorophenyl)boronic acid,毕得,25 g,25,g,1,58.8,not_stocked,chenyichi,20250706
53066-19-6,"1-(2,6-二氯苯基)乙醇","1-(2,6-Dichlorophenyl)ethanol",毕得,5 g,5,g,1,107.8,not_stocked,chenyichi,20250706
5469-69-2,3-氨基-6-氯哒嗪,?3-Amino-6-chloropyridazine,毕得,25 g,25,g,1,18.9,not_stocked,chenyichi,20250706
1980/9/1,磺酰二苯酚(双酚S),"4,4'-Sulfonyldiphenol",毕得,100 g,100,g,1,16.8,not_stocked,chenyichi,20250706
1121-22-8,"反式-1,2-环己二胺","(+/-)-trans-1,2-Diaminocyclohexane",安耐吉,5mL,5,mL,1,16,not_stocked,liangyiqi,20250707
110-86-1,吡啶,Pyridine,通广,500mL,500,mL,1,46,not_stocked,liangyiqi,20250707
773-01-3,"2,4,6-三甲基吡喃鎓四氟硼酸盐","2,4,6-Trimethylpyrylium tetrafluoroborate",安耐吉,5g,5,g,1,88.9,running_out,liangyiqi,20250707
134-20-3,2-氨基苯甲酸甲酯,Methyl 2-aminobenzoate,毕得医药,100g,100,g,1,22.4,not_stocked,liangyiqi,20250707
870004-04-9,"4,4,5,5-四甲基-2-(4-乙烯基苯基)-1,3,2-二氧硼杂环戊烷","4,4,5,5-Tetramethyl-2-(4-vinylphenyl)-1,3,2-dioxaborolane",毕得医药,250mg,250,mg,1,29.4,not_stocked,liangyiqi,20250707
100-13-0,4-硝基苯乙烯,1-Nitro-4-vinylbenzene,毕得医药,1g,1,g,1,37.8,not_stocked,liangyiqi,20250707
101-32-6,"N,N-二(β-氯乙基)苄胺盐酸盐","2,2'-(BENZYLIMINO)DIETHANOL",毕得医药,5g,5,g,1,219.8,not_stocked,xuguofeng,20250708
5909-24-0,4-氯-2-甲硫基嘧啶-5-羧酸乙酯,Ethyl 4-chloro-2-methylthio-5-pyrimidinecarboxylate,毕得医药,25g,25,g,1,30.8,not_stocked,xuguofeng,20250708
765-30-0,环丙胺,Cyclopropylamine,毕得医药,25g,25,g,1,35.7,not_stocked,xuguofeng,20250708
1805-02-3,1-甲基-2-氨基-5-甲氧基苯并咪唑,2-Amino-5-methoxy-1-methylbenzimidazole,毕得,1g,1,g,1,488.6,not_stocked,huwenshu,20250708
67-56-1,甲醇,Methanol,通广,500mL*10,500,ml,10,10,running_out,liangyiqi,20250708
108-88-3,甲苯,Toluene,通广,500mL*10,500,ml,10,32,running_out,liangyiqi,20250708
111-50-2,己二酰氯,Adipoyl Chloride,adamas,100 g,100,g,1,179,not_stocked,yanglicheng,20250709
623-09-6,N-甲基对苯二胺 ,"N1-Methylbenzene-1,4-diamine",毕得,1g,1,g,1,472.5,not_stocked,hanshuai,20250709
109-99-9,四氢呋喃，超干,"Tetrahydrofuran, 99.9%, SuperDry",JK,500mL*2,500,ml,2,78,running_out,xuguofeng,20250709
7719/9/7,"
氯化亚砜","
Thionyl chloride",安耐吉,500mL,500,mL,1,97.3,running_out,xuguofeng,20250709
137-03-1,2-庚基环戊酮 ,2-Heptylcyclopentanot_stocked,Adamas,5 mL,5,mL,1,81,not_stocked,tanhui,20250709
488-10-8,(Z)-3-甲基-2-(戊-2-烯-1-基)环戊-2-烯酮 ,(Z)-3-Methyl-2-(pent-2-en-1-yl)cyclopent-2-enot_stocked,毕得医药,5 g,5,g,1,31.5,not_stocked,tanhui,20250709
302-79-4,维甲酸 ,"Retinoic acid, 97%",百灵威J&K,1G,1,g,1,75.65,not_stocked,tanhui,20250709
99909-62-3,5-异丙基-3-(甲氧羰基)-2H-环庚烷[b]呋喃-2-酮 ,"5-Isopropyl-3-(methoxycarbonyl)-2H-cyclohepta[b]furan-2-one,≥98%(GC)",MREDA,1g,1,g,1,53,not_stocked,tanhui,20250709
613-46-7,萘-2-腈 ,2-Naphthonitrile,毕得医药,5g,5,g,1,60.9,not_stocked,tanhui,20250709
3144-16-9,(+)10樟脑磺酸 ,"(+)-10-Camphorsulfonic acid, 99%",百灵威J&K,5G,5,g,1,51,not_stocked,tanhui,20250709
17496-14-9,2-甲基-1-茚满酮, 2-Methyl-1-indanot_stocked,"
毕得医药",5 g,5,g,1,193.2,not_stocked,tanhui,20250709
37107-50-9,2-氰基-2-环己烯酸, 2-CYANO-2-CYCLOHEXYLIDENEACETIC,阿拉丁,50MG,50,mg,1,41.52,not_stocked,tanhui,20250709
10293-06-8,"(1R,3S,4S)-3-溴-1,7,7-三甲基双环[2.2.1]庚烷-2-酮 ","(1R,3S,4S)-3-Bromo-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",毕得医药,5 g,5,g,1,47.6,not_stocked,tanhui,20250709
137052-08-5,1-(四氢-2H-吡喃-4-基)乙酮 ,1-(Tetrahydro-2H-pyran-4-yl)ethanot_stocked,毕得医药,5g,5,g,1,42.7,not_stocked,tanhui,20250709
125971-96-2,2-[2-(4-氟苯基)-2-氧代-1-苯基乙基]-4-甲基-3-氧代-N-苯基戊酰胺 ,"2-(2-(4-Fluorophenyl)-2-oxo-1-phenylethyl)-4-methyl-3-oxo-N-phenylpentanamide
",毕得医药,100g,100,g,1,46.2,not_stocked,tanhui,20250709
4629-80-5,"1,3-二甲基-哌啶-4-酮 ","1,3-Dimethylpiperidin-4-one",毕得医药,5g,5,g,1,21,not_stocked,tanhui,20250709
145-13-1,烯醇酮 ,"Pregnenolone, 98%",百灵威J&K,5 g,5,g,1,63.75,not_stocked,tanhui,20250709
517-23-7,3-乙酰二氢呋喃-2(3H)-酮, 3-Acetyldihydrofuran-2(3H)-one,毕得医药,100g,100,g,1,18.9,not_stocked,tanhui,20250709
520-45-6,脱氢乙酸 ,"Dehydroacetic acid, 98.5%",百灵威J&K,25G,25,g,1,28.05,not_stocked,tanhui,20250709
57-83-0,孕酮 ,Progesterone,安耐吉,5 g,5,g,1,28,not_stocked,tanhui,20250709
127-41-3,"(E)-4-(2,6,6-三甲基环己-2-烯-1-基)-3-丁烯-2-酮 ","(E)-4-(2,6,6-Trimethylcyclohex-2-en-1-yl)but-3-en-2-one",毕得医药,25 g,25,g,1,36.4,not_stocked,tanhui,20250709
32388-55-9,甲基柏木酮 ,MethylCedrylKetone,乐研,25 g,25,g,1,40.6,not_stocked,tanhui,20250709
89-82-7,(R)-5-甲基-2-(丙-2-亚基)环己酮, (R)-5-Methyl-2-(propan-2-ylidene)cyclohexanot_stocked,毕得医药,5 g,5,g,1,77.7,not_stocked,tanhui,20250709
2632-13-5,α-溴代-4-甲氧基苯乙酮,2-Bromo-1-(4-methoxyphenyl)ethanot_stocked,毕得,5g,5,g,1,16.1,running_out,huwenshu,20250709
,超干二甲基亚砜,"
Dimethyl sulfoxide anhydrous, 99.9%, Extra dry",JK,100mL,100,mL,1,30,running_out,xuguofeng,20250709
57-88-5,胆固醇,,adamas,25 g,25,g,1,46.5,running_out,yanglicheng,20250710
3360-41-6,,,毕得医药,25g,25,g,1,34.3,not_stocked,zhaobinzhi,20250710
64-17-5,超干乙醇,ethanol,安耐吉,500 ml,500,mL,1,45.5,not_stocked,wangxi,20250710
137-18-8,"2,5-二甲基-1,4-苯醌","2,5-Dimethylcyclohexa-2,5-diene-1,4-dione",毕得,5 g,5,g,1,207.2,running_out,chengzengrui,20250710
14369-81-4,"2,3-丁二烯酸乙酯
","Ethyl buta-2,3-dienoate
",毕得,1 g,1,g,1,266.7,not_stocked,chengzengrui,20250710
124-43-6,过氧化脲素,"Urea hydrogen peroxide
",阿拉丁,25 g,25,g,1,267.9,running_out,chengzengrui,20250710
4025-71-2,"2-苯基-乙烷磺酰氯
","2-Phenylethanesulfonyl chloride	",毕得,5 g,5,g,1,354.2,not_stocked,chengzengrui,20250710
104296-63-1,"2-(1-萘基)乙烷磺酰氯
",2-(1-Naphthyl)ethanesulfonyl Chloride,"迈瑞达
",1 g,1,g,1,276,not_stocked,chengzengrui,20250710
757978-18-0,"5-溴-3-碘-1H-吡咯并[2,3-b]吡啶","5-Bromo-3-iodo-1H-pyrrolo[2,3-b]pyridine",毕得,5g,5,g,1,65.8,not_stocked,wangkaixuan,20250711
140681-55-6,N-氟-N'-(氯甲基)三乙二胺双(四氟硼酸盐),N-Fluoro-N'-(chloromethyl)triethylenediamine Bis(tetrafluoroborate),希恩思,100 g,100,g,1,57.2,high_usage,chenyichi,20250711
111-42-2,"
二乙醇胺",Diethanolamine,毕得,100ml,100,mL,1,14,not_stocked,xuguofeng,20250711
151169-74-3,"2,3-二氯苯硼酸","2,3-Dichlorophenylboronic acid",毕得,5g,5,g,1,21,not_stocked,xuguofeng,20250711
1269026-22-3,6-溴-3-羟基-5-甲基吡嗪-2-羧酸乙酯,Ethyl 6-bromo-3-hydroxy-5-methylpyrazine-2-carboxylate,毕得,5g,5,g,1,314.3,not_stocked,xuguofeng,20250711
91419-52-2,4-氰基哌啶-1-羧酸叔丁酯,tert-Butyl 4-cyanopiperidine-1-carboxylate,毕得,10g,10,g,1,30.8,not_stocked,xuguofeng,20250711
1191-15-7,"二异丁基氢化铝, 1.0M己烷溶液",Diisobutylaluminium hydride,伊诺凯,100mL,100,mL,1,89.6,not_stocked,xuguofeng,20250712
7298-67-1,2-羟基-5-乙酰氨基苯乙酮,N-(3-Acetyl-4-hydroxyphenyl)acetamide,毕得,10g,10,g,1,140,running_out,xuguofeng,20250712
148893-10-1,"O-(7-氮杂苯并三唑-1-基)-N,N,N',N'-四甲基脲六氟磷酸盐","O-(7-Azabenzotriazol-1-yl)-N,N,N',N'-tetramethyl uronium hexafluorophosphate
",毕得,100g,100,g,1,190.4,running_out,xuguofeng,20250712
123-30-8,4-氨基苯酚,4-Aminophenol,伊诺凯,100 g,100,g,1,40,not_stocked,hanshuai,20250712
947-91-1,联苯乙醛,"2,2-Diphenylacetaldehyde",毕得,5 g,5,g,1,156.1,not_stocked,chenyichi,20250713
2623-87-2,,4-Bromobutyric acid,希恩斯,25g,25,g,1,16.9,not_stocked,wangkaixuan,20250713
4224-70-8,6-溴己酸,6-Bromohexanoic acid,希恩斯,25g,25,g,1,19.5,not_stocked,wangkaixuan,20250713
17696-11-6,8-溴辛酸,8-Bromooctanoic acid,希恩斯,5g,5,g,1,16.8,not_stocked,wangkaixuan,20250713
127-08-2,乙酸钾,Potassium acetate,毕得,100g,100,g,1,15.4,not_stocked,wangkaixuan,20250713
13482-22-9,,,毕得,1 g,1,g,1,25.2,not_stocked,yanglicheng,20250713
874-61-3,4-环己酮羧酸,4-Oxocyclohexanecarboxylic acid,毕得,25g,25,g,1,232.4,not_stocked,zhaobinzhi,20250713
105640-07-1,"
4-(4-羟基苯基)环己酮","
4-(4-Hydroxyphenyl)cyclohexanot_stocked",毕得,25 g,25,g,1,126,not_stocked,zhaobinzhi,20250713
13482-22-9,,,毕得,10 g,10,g,1,218.4,not_stocked,zhaobinzhi,20250713
3168-85-2,2-甲基-1H-吡咯-3-羧酸甲酯,Methyl 2-methyl-1H-pyrrole-3-carboxylate,毕得,250mg,250,mg,1,148.2,not_stocked,tangshuyuan,20250713
7440-23-5,金属钠, Sodium,通广,250 g,250,g,1,180,not_stocked,tanhui,20250714
29671-93-0,溴甲脒 氢溴酸盐,"	Carbamimidic bromide hydrobromide",毕得,5 g,5,g,1,172.2,not_stocked,wangxi,20250714
773-01-3,"2,4,6-三甲基吡喃四氟硼酸盐","2,4,6-Trimethylpyryliumtetrafluoroborate",毕得,5 g,5,g,1,76.3,running_out,wangxi,20250714
1145-80-8,N-Cbz-L-丝氨酸,Z-Ser-OH,毕得,5 g,5,g,1,19.6,not_stocked,wangxi,20250714
7432-21-5,(S)-2-(((苄氧基)羰基)氨基)-3-(1H-吲哚-3-基)丙酸,(S)-2-(((Benzyloxy)carbonyl)amino)-3-(1H-indol-3-yl)propanoic acid,毕得,25 g,25,g,1,35,not_stocked,wangxi,20250714
34301-54-7,1-金刚烷硫醇,Adamantane-1-thiol,毕得,1 g,1,g,1,18.2,not_stocked,wangxi,20250714
10486-51-8,4-氯磺酰基苯甲酸乙酯,4-CHLOROSULFONYL-BENZOIC ACID ETHYL ESTER,源叶,5 g,5,g,1,432,running_out,huotongyu,20250715
25796-68-3,3-溴噻吩-2-羰酰氯,3-BROMOTHIOPHENE-2-CARBONYL CHLORIDE,麦克林,1 g*2,1,g,2,310,not_stocked,huotongyu,20250715
156-28-5,2-苯乙胺盐酸盐,2-Phenylethylamine hydrochloride,罗恩,25 g,25,g,1,32,not_stocked,huotongyu,20250715
470478-90-1,"
4-(4-Boc-1-哌嗪基)苯硼酸频哪醇酯","tert-Butyl 4-(4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl)piperazine-1-carboxylate",毕得,5g,5,g,1,152.6,running_out,wangkaixuan,20250715
1239-31-2,醋酸去氢表雄酮,Epiandrosterone acetate,"	欣恒研",5 g,5,g,1,106.4,not_stocked,chenyichi,20250715
274-40-8,吲哚嗪, Indolizine,毕得医药,250mg,250,mg,1,655.2,not_stocked,huangqianqian,20250715
,氯化铵,,通广,500 g,500,g,1,9.5,not_stocked,yanglicheng,20250716
1094210-96-4,3-(2-乙氧基苯基)-2-(哌嗪-1-基甲基)喹唑啉-4(3H)-酮二盐酸盐,?3-(2-Ethoxyphenyl)-2-(piperazin-1-ylmethyl)quinazolin-4(3H)-one dihydrochloride,伊诺凯,10mg,10,mg,1,305.2,not_stocked,xuguofeng,20250716
1191-15-7,二异丁基氢化铝，1.0M己烷溶液,"Diisobutylaluminum hydride, 1.0M in hexanes, in resealable bottle",伊诺凯,500mL,500,mL,1,212.8,not_stocked,xuguofeng,20250716
98-86-2,,Acetophenot_stocked,安耐吉,1000g,1000,g,1,27,not_stocked,zhaobinzhi,20250716
30525-89-4,多聚甲醛,Paraformaldehyde,安耐吉,500 g,500,g,1,24.5,not_stocked,zhaobinzhi,20250716
